record_id,source_title,source_url_or_ref,author_name,source_language,source_type,published_at,trip_time_start,trip_time_end,trip_style,summary_zh,item_name_raw,item_name_zh,item_name_en,category,status_recommend,container_recommend,quantity_recommend,brand_raw,brand_normalized,reason_raw,source_quote_or_timecode,confidence_item,record_status
PKH-HOSTEL-071,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Matador FlatPak Toiletry Bottle (x2),,Matador FlatPak Toiletry Bottle (x2),toiletries,to_pack,undecided,2,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-072,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Matador Ultralight Travel Towel,,Matador Ultralight Travel Towel,toiletries,to_pack,undecided,,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-073,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Nomadix Ultralight Towel,,Nomadix Ultralight Towel,toiletries,to_pack,undecided,,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-074,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,LastObject LastPad,,LastObject LastPad,first_aid,to_pack,undecided,,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-075,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Standard Menstrual Cup,,Standard Menstrual Cup,first_aid,to_pack,undecided,,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-076,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Ziploc Quart Sized Bag (x2),,Ziploc Quart Sized Bag (x2),toiletries,to_pack,undecided,2,,,来源章节: Toiletries & Personal Care,web line extracted,3,draft
PKH-HOSTEL-077,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Topo Designs Accessory Bags (x2),,Topo Designs Accessory Bags (x2),other,to_pack,undecided,2,,,来源章节: Miscellaneous,web line extracted,3,draft
PKH-HOSTEL-078,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,humangear GoBites Duo,,humangear GoBites Duo,other,to_pack,undecided,,,,来源章节: Miscellaneous,web line extracted,3,draft
PKH-HOSTEL-079,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Annaklin Collapsible Food Storage Containers,,Annaklin Collapsible Food Storage Containers,nutrition,to_pack,undecided,,,,来源章节: Miscellaneous,web line extracted,3,draft
PKH-HOSTEL-080,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,ANBOW Silicone Earplugs,,ANBOW Silicone Earplugs,accessories,to_pack,undecided,,,,来源章节: Miscellaneous,web line extracted,3,draft
PKH-HOSTEL-081,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Hoyle Waterproof Playing Cards,,Hoyle Waterproof Playing Cards,other,to_pack,undecided,,,,来源章节: Miscellaneous,web line extracted,3,draft
PKH-HOSTEL-082,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,NITECORE TIKI 300,,NITECORE TIKI 300,other,to_pack,undecided,,,,来源章节: Miscellaneous,web line extracted,3,draft
PKH-HOSTEL-083,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,BRINKS 30mm Solid Brass 4-Dial Resettable Padlock,,BRINKS 30mm Solid Brass 4-Dial Resettable Padlock,accessories,to_pack,undecided,,,,来源章节: Miscellaneous,web line extracted,3,draft
PKH-HOSTEL-084,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Matador Droplet Water-Resistant Stuff Sack,,Matador Droplet Water-Resistant Stuff Sack,other,to_pack,undecided,,,,来源章节: Miscellaneous,web line extracted,3,draft
PKH-HOSTEL-085,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Heroclip Hybrid Carabiner Clip,,Heroclip Hybrid Carabiner Clip,accessories,to_pack,undecided,,,,来源章节: Miscellaneous,web line extracted,3,draft
PKH-HOSTEL-086,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Nite Ize S-Biner SlideLock (x3),,Nite Ize S-Biner SlideLock (x3),accessories,to_pack,undecided,3,,,来源章节: Miscellaneous,web line extracted,3,draft
PKH-HOSTEL-087,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,VELCRO Brand Cable Ties (x2),,VELCRO Brand Cable Ties (x2),other,to_pack,undecided,2,,,来源章节: Miscellaneous,web line extracted,3,draft
PKH-HOSTEL-088,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Nalgene Wide-Mouth Water Bottle 32oz,,Nalgene Wide-Mouth Water Bottle 32oz,nutrition,to_pack,undecided,,,,来源章节: Miscellaneous,web line extracted,3,draft
PKH-HOSTEL-089,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Fiskars Travel Sewing Kit,,Fiskars Travel Sewing Kit,accessories,to_pack,undecided,,,,来源章节: Miscellaneous,web line extracted,3,draft
PKH-HOSTEL-090,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,Tide To Go Instant Stain Remover,,Tide To Go Instant Stain Remover,accessories,to_pack,undecided,,,,来源章节: Miscellaneous,web line extracted,3,draft
PKH-HOSTEL-091,Hostel Essentials Packing List,https://www.packhacker.com/packing-list/hostel-essentials-packing-list/,Pack Hacker,en,article,,,,hostel / budget / multi-city,以青年旅舍住宿为核心，强调轻量、预算友好与多场景复用。,MODL Outdoors Infinity Tool 2.0,,MODL Outdoors Infinity Tool 2.0,accessories,to_pack,undecided,,,,来源章节: Miscellaneous,web line extracted,3,draft
